location|category|year|month|text
boston|Staffing Services|2013|6|First District staffing contacts report weaker-than-expected demand in recent weeks, with billable hours generally falling towards their year-earlier levels. The dip in activity reportedly reflects a leveling off in the IT sector and downticks in temporary and permanent hiring in the light industrial and manufacturing sectors. There is, however, renewed activity in the healthcare sector, with one contact reporting a substantial increase in demand for ambulatory nurses. In terms of labor supply, candidates with high-end skill sets, such as mechanical and electrical engineers and software developers, remain hard to find. Nevertheless, bill rates and pay rates have gone largely unchanged in 2013. Looking forward, staffing contacts are generally less upbeat than they were three months ago, with most expecting only modest growth through the end of 2013.
boston|Commercial Real Estate|2013|6|Commercial real estate leasing and sales activity held roughly steady or improved in recent weeks in the First District. A Hartford contact notes a modest increase in foot traffic for downtown and suburban office space but no significant changes in rents or vacancy rates since the last report, virtually no construction, and a flat industrial market. In Boston's inner-suburban corridor, office rents are up and vacancies down. In Boston proper, prime retail rents are up at least 5 percent over the quarter; office fundamentals continue to improve across the city, very slowly in the financial district and at a brisker pace in the Seaport/Innovation district. Leasing volume dipped slightly in downtown Providence and mostly improved in suburban Rhode Island, with rents about flat. Defense-industry tenants in southern Rhode Island are reducing their space needs in response to federal spending cuts, moves that are likely to put downward pressure on rents in the local submarket in coming months. In Portland, retail leasing activity picked up and apartment rents rose while the office leasing market was flat. Business confidence in southern Maine reportedly improved but no major expansions or hiring plans were announced.
boston|Residential Real Estate|2013|6|Throughout much of the First District, the median sales price of single-family homes and condos rose year-over-year in March and April. Sales of single-family homes also increased from a year earlier in most of the region during April, after weaker sales results in March. According to contacts, demand for homes remains strong due to low interest rates, relatively low prices, and improving confidence among buyers. However, contacts continue to report that shrinking inventory levels are slowing sales and placing upward pressure on prices. In Massachusetts and the Greater Boston area, dwindling inventory levels have been a significant source of concern; contacts in the other states also express worry about falling inventory levels, but to a lesser extent. Several respondents note that much of the housing recovery has been centered around urban areas while rural areas have experienced more modest improvements. Within the Greater Boston area, realtors have observed an increasing frequency of multiple offers on properties.
minneapolis|Consumer Spending and Tourism|2013|6|Consumer spending grew slightly due in part to a late spring. A Minneapolis area mall reported that recent traffic was level with a year ago, but sales for most tenants were up. A mall manager in Montana noted that apparel sales were slow, but jewelry sales were much higher than a year ago. A Minnesota-based retailer reported that the extended winter weather slowed spring sales of apparel and other items. A Minnesota auto dealer reported level sales over the past couple of months. A representative of an auto dealers association in Montana noted moderate growth in recent auto sales compared with a year earlier at dealerships in the state.
minneapolis|Construction and Real Estate|2013|6|Despite the inclement weather, commercial construction activity continued to increase since the last report. The value of April commercial permits in Billings increased 11 percent from last year, while hotel building rose to $11 million in April compared with zero in the first four months of 2012. In Sioux Falls, S.D., April permits were up 2 percent from a year ago. A Minnesota manufacturer plans to build an office building. However, in the Minneapolis-St. Paul area, April nonresidential construction activity decreased from a year ago, according to a market research firm. Residential construction increased rapidly over past year. The value of April residential permits in Sioux Falls more than quadrupled from a year earlier. In the Minneapolis-St. Paul area, April residential permitted units more than doubled compared with April 2012. The value of April residential building permits in Billings was up 77 percent from last year, mostly due to multifamily building.
minneapolis|Services|2013|6|Activity at professional business services firms increased at a moderate pace since the last report. Preliminary results of the Minneapolis Fed's annual survey of professional services companies (conducted in May) showed that over the past four quarters, sales revenue, space usage, productivity and profits grew, and these are expected to increase over the next year. Contacts from the trucking industry expect minimal growth in freight volumes during the second half of the year.
minneapolis|Manufacturing|2013|6|activity continued to expand moderately. An April survey of purchasing managers by Creighton University (Omaha, Neb.) found that manufacturing activity increased in Minnesota and the Dakotas at a slightly faster pace than in recent months. A Minnesota tractor manufacturer announced a $43 million expansion plan, while a vehicle producer is investing $20 million to expand research and development at a North Dakota facility. Plans were announced for a $1 billion fertilizer plant in North Dakota.
minneapolis|Energy and Mining|2013|6|The energy sector remained strong, while mining activity slowed. Late-May oil and gas exploration activity increased in North Dakota and was flat in Montana compared with the last report. In North Dakota, a $400 million oil refinery will break ground this spring and a 120-car rail terminal is in the works to handle crude oil. Exports of coal from Montana's Powder River basin hit record levels even as domestic demand dwindled. Meanwhile, production at Minnesota iron ore mines through April was about 5 percent lower than for the same period in 2012.
minneapolis|Agriculture|2013|6|While a late spring delayed planting, recent rains brought drought relief for District agricultural producers. According to the Minneapolis Fed's first-quarter (April) survey of agricultural credit conditions, nearly 90 percent of respondents said farm incomes increased or held steady over the previous three months, with similar results for farm household and farm capital spending. Expectations for the second quarter were more moderate. District corn, soybean and spring wheat planting progress was behind average for late May, but producers were catching up quickly after a delayed spring. Prices increased from a year earlier for corn, wheat, soybeans, hay, eggs, chicken and dairy products; prices fell for hogs, turkey and dry beans, while cattle prices were flat. USDA forecasts call for substantially lower prices for corn and soybeans for the coming year, with slight reductions in wheat prices.
minneapolis|Employment, Wages, and Prices|2013|6|Labor markets tightened since the last report, particularly in the western part of the District. Labor markets remained very tight in and near the oil boom area in western North Dakota and eastern Montana, although some easing in the pace of growth was noted over the past six months. Contacts in manufacturing and agribusiness in eastern South Dakota expect to increase employment slightly over the next six months. Results from the aforementioned professional services survey show that respondents saw employment growth over the past 12 months and expect more growth in the next year.
cleveland|Manufacturing|2013|6|Reports from District factories indicated that new orders and production were largely stable or increased during the past six weeks. Domestic sales were stronger than those to offshore customers, with declines in Europe being more acute than in China. Companies seeing the strongest activity were suppliers to the oil and gas, residential construction, and transportation industries. Defense contractors and suppliers to the coal industry experienced weakening activity. Compared to a year ago, production levels were mixed. Steel producers and service centers reported that shipping volumes were stable but remain below levels seen early in the first quarter. Several contacts expressed concern about the quantity of steel produced in China and Europe that is now being imported into the United States. Motor vehicle production at District plants rose at a robust pace during April on a month-over-month and year-over-year basis. Looking forward, many of our contacts believe that business conditions will continue to slowly improve during the second half of the year.
cleveland||2013|6|ManufacturingReports from District factories indicated that new orders and production were largely stable or increased during the past six weeks. Domestic sales were stronger than those to offshore customers, with declines in Europe being more acute than in China. Companies seeing the strongest activity were suppliers to the oil and gas, residential construction, and transportation industries. Defense contractors and suppliers to the coal industry experienced weakening activity. Compared to a year ago, production levels were mixed. Steel producers and service centers reported that shipping volumes were stable but remain below levels seen early in the first quarter. Several contacts expressed concern about the quantity of steel produced in China and Europe that is now being imported into the United States. Motor vehicle production at District plants rose at a robust pace during April on a month-over-month and year-over-year basis. Looking forward, many of our contacts believe that business conditions will continue to slowly improve during the second half of the year.
cleveland|Real Estate|2013|6|Sales of new and existing single-family homes trended higher and they were above year-ago levels. Our contacts attributed this trend to low interest rates, favorable prices, and an improving labor market. One builder commented that young people are less inclined to buy a house than were their parents due to a perceived lack of value and a desire for mobility. He believes that this reluctance may put downward pressure on the housing industry for years to come. New home contracts were found mostly in the mid- to higher-price-point categories. Demand for multifamily housing remains strong. Builders expressed confidence that the turnaround in the housing market will persist in the upcoming months. However, they cited difficulty in obtaining financing and low inventory as barriers to more robust growth in their industry. List prices of new homes increased by as much as 10 percent in certain markets this year due primarily to rising construction costs. Builders have cut back on discounting.
cleveland|Consumer Spending|2013|6|Most retailers reported that April sales fell short of expectations. Some of our contacts cited colder-than-normal weather for holding down consumer spending. Others saw a pickup in purchases of large home goods such as furniture and exercise equipment. On a year-over-year basis, volume was up slightly. Going into summer, sales are projected to be modestly higher, when compared to the same time period last year. Vendor and shelf prices held steady. A food retailer commented that his customers remain sensitive to changes in gasoline prices, with any hike in gas prices negatively impacting his sales. Capital expenditures were on plan for the fiscal year. Monies are allocated primarily for improvements to distribution systems and new store construction. No hiring is anticipated, except for staffing new stores.
cleveland|Banking|2013|6|Demand for business credit has increased, but at a slower rate, since our last report. Although loan requests originated from many sectors, commercial real estate and industrial production stood out. A few bankers commented that insufficient collateral was the primary reason behind small business owners being denied credit. Consumer credit demand rose slightly, especially for auto loans. Installment loans are growing in popularity, whereas drawdowns on home equity lines of credit trended lower. Residential mortgage activity was stable. The shift in applications from refinancing to new purchase grew. Delinquency rates declined across consumer and commercial loan categories. No substantive changes were made to loan-application standards. Aggregate core deposits grew at a steady pace, with a movement from CDs to demand deposits still taking place. Customer preferences for online banking, rising use of ATMs, and shrinking net interest margins were factors cited by some of our contacts for cutting payrolls and reducing the number of branches.
cleveland|Energy|2013|6|Coal production continued to trend down across the District, although lower production numbers are showing signs of stabilizing. One producer noted that demand from domestic utility companies is up slightly, while offshore demand is slowing or stagnant. Spot prices for steam-coal rose slightly, whereas metallurgical coal prices were flat. The number of drilling rigs across the District was little changed over the past six weeks but has fallen since the beginning of the year. Ohio and West Virginia issued shale gas drilling permits at a robust pace. Output from conventional and unconventional oil and natural gas wells was flat during the past couple of months. In the wet gas regions of Ohio and West Virginia, output should begin to increase later in the year as newly constructed gas processing units come on line. Well-head prices for natural gas are trending higher, but not to the point that would encourage aggressive drilling. Capital expenditures were at targeted levels, with little change expected. No change in production equipment and material prices was reported.  payrolls held steady. Labor costs were stable except for increases in health insurance premiums.
cleveland|Freight Transportation|2013|6|Our contacts described shipping volume as robust and higher than expected. Demand was particularly strong from motor vehicle and energy-related customers. Freight executives are optimistic about growth prospects for the remainder of the year. Diesel-fuel prices trended lower, and costs associated with equipment and maintenance items were stable. The biggest concern facing trucking companies at this time is the potential impact on operations (number of trucks and drivers, productivity, and pricing) due to the new hours of service (HOS) rules that go into effect on July 1. Capital spending is on plan for the fiscal year. Two of our contacts reported that they will be investing heavily in equipment that will service their energy customers. Another commented that his firm will order more trucks than originally budgeted to add capacity. Hiring is for replacement and capacity expansion. The industry is still experiencing a shortage of drivers and skilled mechanics. The former may worsen under the new HOS regulations.
atlanta|Consumer Spending and Tourism|2013|6|District retail contacts noted an improvement in consumer spending but were cautiously optimistic regarding their outlook. Reports indicated that consumers remained focused on deals and discounts but high-end luxury stores continued to perform well. Relatively stable gasoline prices along with improvements in the housing market were cited as contributing positively to consumer behavior. Automobile sales remained steady at high levels.
atlanta|Real Estate and Construction|2013|6|Similar to our last report, District brokers reported that existing home sales remained ahead of last year's level. Sales growth still remained the strongest among Florida contacts. Brokers continued to report that low home inventories were restraining sales. Homes were also noted as appraising below market price which was either slowing sales or in some cases halting sales altogether. Existing home prices continued to rise on a year-over-year basis and brokers indicated that price growth was a bit stronger than in our last report. The outlook for sales growth remained positive, with the majority of brokers anticipating sales gains over the next several months.
atlanta|Manufacturing and Transportation|2013|6|District manufacturers continued to report expanding activity in April and May. Growth was driven by increases in new orders, production, and employment. Much of this expansion was attributed to the region's large auto and energy manufacturing presence. Nearly half of the region's purchasing managers expect production to be higher in the near term.
atlanta|Banking and Finance|2013|6|Overall demand for new loans remained weak as banks faced significant pressure to improve net interest margins and increased competition from non-bank providers of capital, such as private equity groups. Bankers noted that businesses were taking on debt where necessary to maintain and refurbish equipment to meet current demand rather than making capital investment aimed at future growth.
atlanta|Employment and Prices|2013|6|District payrolls grew at a mild pace since our last report. The bulk of jobs added were concentrated in Florida and Georgia. Hiring in professional and business services was especially strong in these states; in addition, employment in retail and real estate was notably strong in Florida. Hiring in leisure and hospitality services, particularly accommodation and food services, increased in Alabama, Georgia, Louisiana, and Tennessee. Government employment decreased in every District state except for Georgia, where gains were meager.
atlanta|Natural Resources and Agriculture|2013|6|Low natural gas prices continued to provide cost savings for industrial contacts in the region. Refiners along the Gulf of Mexico completed the seasonal process of switching from winter to summer gasoline blends and were ramping up production to meet higher demand from the summer driving season. Although the total number of rigs operating in the Gulf was roughly constant over the reporting period, drilling activity continued to shift from gas to oil,in part as a response to the ongoing price disparity between the two natural resources. In line with historical seasonal patterns, inventories of crude oil in the region rose considerably, supported by rising national oil production and soft demand.
new_york|Consumer Spending|2013|6|Retailers report that sales were generally soft in April but strong in early May. One major retail chain reports that same-store sales were somewhat below plan in April--partly due to cool weather--but picked up in early May; another indicates that sales have been running somewhat ahead of plan in both months. Both retailers indicate that their New York City stores performed relatively strongly. Two malls in upstate New York report that business was sluggish in April, partly due to cool weather, but has been brisk in the first half of May; a number of new stores are scheduled to open in the weeks ahead. Inventories remain at desired levels, prices are characterized as steady, and no unusual discounting is reported.
new_york|Construction and Real Estate|2013|6|Residential real estate markets in the District have strengthened further since the last report. New York City's home sales and rental markets have shown further signs of tightening--on both the sales and rental sides. Both apartment sales prices and transaction volume continue to run well ahead of a year ago in Manhattan and especially in prime areas of Brooklyn, reflecting a low inventory of available units. The rental market also remains tight: rents continue to rise at a roughly 6-7 percent annual rate in Manhattan and at a somewhat faster pace in Brooklyn; the Queens rental market is also seeing a pickup. Long Island, where the housing market had been generally flat until recently, has seen a recent sharp pickup in pending home sales and a drop in the inventory of homes for sale. Northern New Jersey continues to see modest, steady improvement in its housing market. With a relatively low inventory of new homes, prices are rising gradually; however, a sizable overhang of distressed properties is reported to be restraining price appreciation. A real estate contact in western New York reports increasingly strong market conditions: inventories have fallen, bidding wars have become increasingly common, and home prices have been rising.
new_york|Other Business Activity|2013|6|Manufacturing contacts again report steady business activity in recent weeks, while their optimism about the near-term outlook has waned somewhat. In contrast, contacts in other sectors generally report some pickup in business activity and employment; they also express increased optimism about the business outlook, and a growing number of them plan to add workers and increase capital spending. Price pressures are mostly reported to be steady and moderate in the manufacturing sector but more widespread among service-sector businesses; still, relatively few service-sector contacts say they are increasing their selling prices.
new_york|Financial Developments|2013|6|Small- to medium-sized banks report an increase in demand for all types of loans except for commercial & industrial loans, where demand was unchanged. Bankers report little change in demand for refinancing, on balance. Contacts report that credit standards are unchanged across all loan categories. Bankers continue to indicate narrowing in spreads of loan rates over costs of funds for all loan categories--most notably in commercial mortgages. Interest rates on deposits continue to decline, on balance. Finally, bankers report fairly widespread decreases in delinquency rates for all loan categories.
chicago|Consumer Spending|2013|6|Growth in consumer spending increased slightly in April and May. The delayed arrival of warmer weather spurred sales of spring and summer items such as clothing, building materials, and lawn and garden items. In contrast, furniture and restaurant sales slowed. Promotional activity was heavy during the reporting period. Even absent from sales, contacts noted a more general tendency for customers to move to lower-priced items within shopping categories, especially in food and clothing. Several retail contacts also pointed to the expiration of the payroll tax credit and less spending out of tax refund checks as having a negative effect on their sales. Auto sales were moderately higher. New vehicle sales fell short relative to expectations, but used vehicle sales increased at a faster pace. Small, fuel efficient, crossover vehicles were the strongest sellers, while pick-up truck sales were a little soft.
chicago|Business Spending|2013|6|Growth in business spending slowed in April and May. Inventory investment decreased. Retail contacts reported that inventories were at comfortable levels, and, because of low sales expectations, they did not anticipate any substantial stockbuilding over the remainder of the year. Manufacturers also noted closely monitoring inventories given recently weaker demand. Capital expenditures were limited. A number of contacts reported that elevated uncertainty was curtailing their capital spending, pointing to doubts about the durability of the recovery as well as concerns over national fiscal policy. Labor market conditions continued to improve slowly. Uncertainty over health care costs and the pending implementation of the Affordable Care Act caused some firms to delay hiring plans or increase usage of temporary workers. Demand for skilled workers, however, remained strong, with a recruiting firm noting an increase in client orders for healthcare, information technology, and engineering occupations. Contacts indicated that even in the mining industry, where activity has weakened substantially, firms continue to hire engineers at a rapid pace.
chicago|Construction/real estate|2013|6|Growth in construction and real estate activity picked up in April and May. Demand for residential construction grew steadily, as multifamily construction remained strong and conditions for single-family construction continued to improve. Activity in the residential real estate market increased, with home sales, prices, and residential rents rising. Contacts noted that the still large number of underwater mortgages, extended foreclosure processes, and low level of new construction meant that the inventory of existing homes on the market was tight and that this was restraining sales. Nonresidential construction increased at a modest pace. Contacts noted, however, increased activity in the manufacturing sector, particularly from the auto industry. Commercial real estate conditions continued to improve, although vacancy rates remained elevated. Contacts also reported an increase in demand for leasing was pushing up commercial rents, with demand from the healthcare sector noted as being particularly strong.
chicago|Manufacturing|2013|6|The decline in manufacturing production growth flattened out in April and May. Although the auto industry remained a source of strength, it too grew at a more moderate pace. An increase in imports of steel displaced domestic production; nonetheless, a steel industry contact reported that capacity utilization gradually increased over the reporting period. Specialty metal manufacturers reported small increases in new orders, noting that their customers had become more cautious, ordering only as necessary with very short lead times and reassessing supply chains in an effort to cut costs. Exports of heavy machinery were lower, due to weaker demand in Europe and Asia. Contacts in the heavy equipment industry reported that equipment dealers continue to reduce their inventories and that most mining companies have trimmed their orders due to cutbacks in mining investment. In contrast, demand for heavy trucks increased. Suppliers to the aerospace industry noted a pick-up in orders following resolution of the issues affecting the Boeing 787. Improvement in the housing sector also continued to benefit manufacturers of household products such as appliances and fixtures.
chicago|Banking/finance|2013|6|Credit conditions eased some over the reporting period. Corporate borrowing costs declined and demand increased in corporate debt markets as investors continue to reach for higher yields. Banking contacts reported modest growth in business loan demand, with greater competition for high quality assets among larger banks leading to some downward pressure on pricing. Mortgage refinance activity, while still strong, began to slow, but contacts noted a slight increase in purchase applications. Several contacts also reported that the new rules regarding eligibility for GSE backed mortgages are likely to limit the number of people who qualify. With demand deposits growing and comfortable liquidity levels, banks are increasing their willingness to lend. Smaller banks, however, continue to lag behind larger ones, with many noting greater regulatory uncertainty in their traditional areas of lending as a key reason why. Contacts also noted that risk profiles remain slow to change, indicating that a lack of secondary loan market demand and low appraisals of commercial real estate values continue to constrain lending.
chicago|Prices/costs|2013|6|Cost pressures were steady in April and May. Commodity prices were generally somewhat lower, although some contacts noted increases in the prices paid for natural gas, lumber, drywall, copper, steel, and aluminum. Retailers again reported mostly modest increases in wholesale prices, with the exception of continued cost pressures for some food items originating from last year's drought. Overall, pass-through to downstream prices remained limited. Wage pressures were again moderate, although many contacts noted rising healthcare costs and uncertainty about future employee healthcare obligations associated with the Affordable Care Act.
chicago|Agriculture|2013|6|Heavy precipitation in the District aided the recovery from last year's drought by replenishing subsoil moisture. The rain also dramatically slowed planting of corn; farmers almost caught up, often by working around the clock once fields had dried sufficiently. However, the emergence of corn plants significantly lagged that of a typical year. Soybean planting progressed at about its normal pace once the corn crop was in the ground. Flooding from the heavy rains also resulted in river closures, delaying deliveries of agricultural products and farm inputs, particularly fertilizer. Current corn and soybean prices rose, as stocks remained low. Late planting pushed back the availability of new supplies into September. However, price declines were anticipated for the new crop in the fall, as concerns over major yield losses abated. Milk and hog prices moved higher; cattle prices were flat.
dallas|Prices|2013|6|Most responding firms said prices were steady and they expect increases to remain modest for the remainder of the year. One exception is home prices, which have risen strongly due to pent-up demand and low inventories. While some contacts said prices for construction materials were up, others said increased competition had lowered prices. There were some reports that builders expect less price pass-through going forward. Transportation service industry contacts noted increased shipping rates earlier in the year, but expect price gains to ease with recent declines in the price of jet fuel. Automobile dealers said prices held steady. Cattle prices trended lower over the past six weeks while retail beef prices rose to a record-high due to strong demand.
dallas|Labor Market|2013|6|Employment held steady at most responding firms. There were scattered reports of hiring from some transportation manufacturing and transportation services firms. Financial firms added employees to comply with regulatory stress testing and wealth management, and noted employment growth in Austin and the Eagle Ford Shale area. Several contacts reported difficulty finding qualified people to fill vacancies, particularly in staffing services, accounting, machinery manufacturing, IT and IT-related retail. A construction-related manufacturer noted truck drivers were in short supply. Wage pressures remained largely subdued, although increased compensation was reported in legal and financial services.
dallas|Manufacturing|2013|6|Reports on construction-related manufacturing were mixed, although firm outlooks remain mostly optimistic. Some lumber producers noted increased activity, while others said sales were less than expected. A cement producer noted strong growth in residential demand--especially in Houston--and a recent boost from commercial infrastructure construction in Dallas. Fabricated metals producers said demand remained steady for both private and public projects. Primary metals producers said demand had slowed slightly since the last reporting period, and outlooks were cautious.
dallas|Retail Sales|2013|6|Retail sales volumes increased over the reporting period and are up from a year ago. According to one national retailer, Texas continued to outperform the nation. Outlooks for the upcoming quarter and the rest of the year are positive.
dallas|Nonfinancial Services|2013|6|Staffing services contacts said demand was flat over the past six weeks. Placements were strong in mortgage-related finance and residential construction jobs. One firm noted an increase in the number of jobs but a decline in workweeks as businesses redistribute hours to minimize the impact of health care reform. Since the last Beige Book, accounting demand was strong and firms noted a moderate increase in non-tax-related work over the reporting period, with advisory work leading the way. Legal firms reported modest demand growth, particularly for intellectual property litigation, real estate, wealth planning and health care work. Outlooks were mildly optimistic, with strength expected in real estate and corporate work.
dallas|Construction and Real Estate|2013|6|The Texas housing sector continued to improve over the past six weeks. Contacts said home sales remained strong with inventories still low, despite some reports that more homes were being listed. New home construction activity picked up pace since the last report, although some contacts mentioned higher prices may slow sales growth later in the year. Apartment construction remained at high levels and investment activity for multifamily projects continued to be strong, according to respondents.
dallas|Financial Services|2013|6|Financial institutions experienced modest growth in loan demand, with robust growth in residential mortgages and auto lending and weakness continuing in corporate transactions. Non-performing loans continue to improve and debtors are rapidly paying down mortgages and auto loans. Loan pricing remains very competitive. Deposits increased modestly and deposit rates remained mostly unchanged. Employment and compensation growth were flat for the most part. Mortgage lending is expected to remain robust.
dallas|Energy|2013|6|activity improved since the last report. The Texas rig count increased, and contacts noted strong global demand. Respondents expect further improvement in the second half of the year, especially due to anticipated increases in rig activity and production from the Gulf of Mexico.
dallas|Agriculture|2013|6|Drought conditions continued to worsen slightly across most of the District over the reporting period, despite scattered rainfall. The Texas wheat crop suffered from dry weather and late freezes and production is expected to be significantly below average. Conditions for other crops are generally worse than at this same time last year but not quite as bad as in 2011.
st_louis|Consumer Spending|2013|6|Contacts reported that retail sales in the past three months were up, on average, relative to the same period last year. Forty percent of contacts noted moderate increases in sales, while 40 percent noted minor decreases and the rest saw no changes. Forty percent of retailers reported that sales levels met their expectations, and the rest reported that sales fell short of expectations. About sixty percent of retailers noted that their inventories were at desired levels, while the rest reported that their inventory levels were too high. The sales outlook over the next three months was slightly positive: 40 percent of retailers expect sales to increase over 2012 levels, and the remaining contacts expect sales to stay the same. The general outlook for the retail industry over the next three months was largely positive. Contacts noted increases in new store openings, but some expressed concern about the effects of the online sales tax bill on their sales.
st_louis|Manufacturing and Other Business Activity|2013|6|Reports of plans for manufacturing activity have been positive since our last report. Several manufacturing firms reported plans to add workers, expand operations, or open new facilities in the District, while a smaller number of contacts reported plans to reduce employment. Firms in automobile, automobile parts, appliance, asphalt products, plastics packaging, chemical, steel, and furniture manufacturing plan to hire new workers and expand operations. In contrast, firms in medical devices, commercial printing, and beverage manufacturing reported plans to lay off workers. A recent survey of manufacturers showed increased new orders and capacity utilization for the majority of firms.
st_louis|Real Estate and Construction|2013|6|Home sales have continued to increase throughout most of the Eighth District on a year-over-year basis. Compared with the same period in 2012, April 2013 year-to-date home sales were up 16 percent in Louisville, 32 percent in Little Rock, 7 percent in Memphis, and 13 percent in St. Louis. April 2013 year-to-date single-family housing permits increased in the majority of the District metro areas compared with the same period in 2012. Permits increased 20 percent in Louisville, 4 percent in Little Rock, 27 percent in Memphis and 20 percent in St. Louis.
st_louis|Banking and Finance|2013|6|A survey of senior loan officers at a sample of large District banks found little change in overall lending activity during the first quarter of 2013. During this period, credit standards for commercial and industrial loans ranged from unchanged to eased somewhat, and the demand for such loans ranged from moderately stronger to moderately weaker. Credit standards for commercial real estate loans ranged from basically unchanged to eased somewhat, while demand ranged from mostly unchanged to moderately stronger. Credit standards for prime residential mortgage loans remained unchanged and demand ranged from unchanged to moderately stronger. Meanwhile, credit standards and demand for consumer loans remained mostly unchanged. Demand for auto loans ranged from moderately stronger to moderately weaker, while demand for other consumer loans was unchanged.
st_louis|Agriculture and Natural Resources|2013|6|Because of persistent rains, District farmers are behind their average planting schedules. Planting progress for cotton, rice, and soybeans in Mississippi was approximately half the 5-year average. Across all other District states, soybean planting progress was approximately 15 percent slower than its 5-year average. As of mid-May, well over 90 percent of the District's winter wheat crop was rated in fair or better condition and close to 70 percent was rated as good or excellent. Year-to-date coal production across the District states (excluding eastern Kentucky) for April was 3.3 percent lower compared with the same period in 2012, while coal output for April 2013 was similar to April 2012.
st_louis|Prices, Wages, and Employment|2013|6|Fifty-five percent of contacts indicated that prices charged to consumers over the past three months have stayed the same, while 34 percent indicated that prices have increased relative to the same period last year. In turn, 30 percent of contacts noted that wages over the past three months have stayed the same, while 66 percent noted that wages have increased. Meanwhile, 45 percent of contacts reported that employment levels have remained the same over the past three months, while 37 percent reported that employment levels have increased, compared with the same period last year.
philadelphia|Manufacturing|2013|6|Since the last Beige Book, Third District manufacturers have reported that orders and shipments have fallen somewhat. The makers of food products, lumber and wood products, paper products, and fabricated metals have reported gains since the last Beige Book. The makers of primary metals, electronic equipment, and instruments reported lower activity. Reports were mixed for makers of industrial machinery. Firms supplying the home-building sector reported strong orders and ongoing hiring to keep pace. Other contacts attributed growing demand to the oil and gas, auto-related, and aerospace sectors. Firms supplying other sectors reported flat or weakened demand. Employment levels were generally reported as flat to down.
philadelphia|Retail|2013|6|Third District retailers reported moderate growth overall. Since Easter sales shifted to March this year, April began with a continuation of modest growth; however, retailers reported strong sales for Mother's Day weekend. Restaurants were booked with moms and their families, which generated heavy traffic and sales for adjacent retailers. Volatile spring temperatures created challenges for apparel retailers as shoppers shifted their interest between winter and summer lines with the rise and fall of the thermometer. Promotional sales remained critical for producing the best results for many retailers.
philadelphia|Finance|2013|6|Overall, Third District financial firms have reported slight increases in total loan volume since the previous Beige Book. Banking contacts cited stronger demand for C&I loans and real estate loans--commercial and residential. Credit card loan volumes were relatively unchanged, while reports of other consumer lending were mixed. A nascent housing recovery in many Third District markets has increased demand for new mortgages and the ratio of purchases to refinancings. A small amount of hiring has been prompted at banks and bank servicing companies by the moderate recovery, as well as by changing compliance regulations. Banking contacts reported little change in lending standards overall; however, a few banks reported some easing for commercial real estate loans. Most banks continued to report improving credit quality. Many banks cited strong competition within their local markets. Financial institutions remain generally optimistic about future growth.
philadelphia|Real Estate and Construction|2013|6|Following a little softness, homebuilders throughout most of the Third District resumed a moderate growth of contracts signed for new construction. Contracts signed from January through May--"Five good months in a row!" one builder exclaimed--have generated significantly greater construction activity than last year for many builders, large and small. Significant cost pressures face builders as the long housing recession has disrupted the supply chain for materials and the pool of skilled workers. In addition, some builders have faced labor shortages due to higher wages offered for certain trades that are in demand for the Hurricane Sandy recovery. Residential brokers reported moderate activity during April and May for the Third District overall. Existing home sales that closed during the period varied geographically with strong growth reported in the Philadelphia market. Brokers were also pleased by even stronger growth of sales contracts pending, which was more widely reported throughout the District. The estimated months' supply of the existing inventory of homes continued to fall significantly. Brokers still expect that a shadow inventory of homes held by reluctant, if not underwater, owners will emerge as prices begin to rise once more.
philadelphia|Services|2013|6|Third District service-sector firms are reporting a moderate pace of growth overall--a bit stronger than the last Beige Book. On the heels of a strong winter/spring season, resorts in the Poconos are entering their summer season with strong bookings and many sold-out weekends. Stronger cash flows are allowing properties to reinvest by refurbishing and adding new amenities. At least one major new resort is making plans to enter the market. Early bookings are also up along the shore in Delaware and New Jersey. In the wake of Hurricane Sandy, the state of New Jersey has launched a sizeable marketing campaign to remind people that most of the shoreline tourist area remains intact and ready for vacationers.
philadelphia|Prices and Wages|2013|6|Overall, price levels continued to increase slightly, similar to the previous Beige Book. Manufacturing firms continued to report slight overall increases for prices paid and slight overall decreases in prices received. Auto dealers reported no changes in pricing. Despite passing along some costs, homebuilders continued to face tight margins with lumber and skilled labor commanding high prices. Most real estate contacts reported stable, if not rising, prices for lower priced homes, and contacts in some markets noted stable prices for higher priced homes. Wage pressures remain constrained, according to most contacts other than homebuilders. Rising costs associated with medical insurance benefits remain a concern for many employers.
summary|Manufacturing|2013|6|The manufacturing sector expanded in most Districts since the previous Beige Book. Activity increased in the Boston, Cleveland, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas, and San Francisco Districts.  contacts in the New York District reported steady business activity. In the Philadelphia District, manufacturers reported that orders and shipments have fallen somewhat, and in the Richmond District, manufacturing activity softened since the previous report, although there were scattered reports of improvement. Most firms in the Boston District are reasonably optimistic about the outlook, and many contacts in the Cleveland District believe that business conditions will continue to improve slowly during the second half of the year. However, the near-term outlook has waned somewhat in the New York District.
